Country,Year,FDI_Inflows_USD,Remittances_Pct_GDP,Inflation_CPI_Pct,Lending_Interest_Rate_Pct,Exports_USD,Imports_USD,GDP_Growth_Pct,Unemployment_Pct,Population,GNI_USD,GDP_Current_USD,Labor_Force_Total,Trade_Balance_USD,GDP_Per_Capita_USD,GDP_GNI_Gap_Pct,Economic_Openness_Pct,FDI_to_GDP_Pct,Labor_Participation_Rate_Pct
BRA,2013,75211029129.4,0.109901884075103,6.204310666401,27.3916666666666,290364152968.201,347275992530.51,3.0048226702888,7.071,198478299.0,2438459112454.59,2472819362043.74,97945820.0,-56911839562.30902,12458.890339662476,1.389517168805742,25.785957328145187,3.041509229660813,49.348377376007235
BRA,2014,87713983217.24,0.107811943323696,6.32904015516138,32.0083333333333,270458135123.049,335826235474.104,0.503955740273241,6.755,200085127.0,2410277002770.43,2456043766032.38,98900006.0,-65368100351.05499,12274.994163021322,1.8634343530402027,24.685405813292007,3.571352613106635,49.42896430277899
BRA,2015,64738153494.44,0.160741907865654,9.02990102416136,43.9583333333333,232488797699.731,253272683229.75,-3.54576339347278,8.538,201675532.0,1768299908716.93,1802211999456.42,100587656.0,-20783885530.019012,8936.195588944423,1.8816926504605727,26.95362593723688,3.592149731217316,49.87598396418262
BRA,2016,74294627801.19,0.152575419113448,8.73914352329393,52.1,223863316065.497,216686360894.163,-3.2759169063211,11.58,203218114.0,1757596906197.49,1795693265999.04,101885554.0,7176955171.334015,8836.285460256953,2.121540494854783,24.533682077075603,4.137378538302639,50.13605922944448
BRA,2017,68885491315.23,0.130785143710407,3.44637335032669,46.9166666666666,258330740894.672,243510550194.841,1.32286905390815,12.792,204703445.0,2024937157803.49,2063514688805.78,103476109.0,14820190699.830994,10080.507872282169,1.869506004079673,24.31973437416838,3.3382602842093734,50.54927580725376
BRA,2018,78183840044.98,0.153030293312066,3.66485028376728,39.0833333333333,280543238553.765,272994437656.194,1.78366676137003,12.329,206107261.0,1863630803587.87,1916933708352.71,104554923.0,7548800897.571014,9300.66072904006,2.7806337033243027,28.876203376152944,4.078588618078305,50.72840349860357
BRA,2019,69174411753.45,0.171549777942457,3.73297621216893,37.475,264562972885.655,276634806846.042,1.22077782271943,11.936,207455459.0,1822994350926.29,1873288158838.63,106262669.0,-12071833960.386993,9029.833044010811,2.6847875846031166,28.890257869735315,3.6926733042681272,51.221919882089004
BRA,2020,38270116307.45,0.241596221185315,3.21176803803376,29.0416666666666,242872081037.195,233941255872.595,-3.27675879612903,13.697,208660842.0,1445311200183.95,1476107292151.95,100001874.0,8930825164.600006,7074.194074957054,2.0863044395034303,32.30207854434927,2.592637846240684,47.9255585482589
BRA,2021,46440503520.19,0.245534634681336,8.30165975585673,30.0166666666666,319251213851.504,309853321037.194,4.7626043797061,13.158,209550294.0,1618525188671.9,1670647464062.96,104085430.0,9397892814.310059,7972.536960806936,3.1198847460193897,37.656330759257635,2.7797907409650757,49.67085849089766
BRA,2022,75501038733.31,0.254813156784915,9.28010608956872,39.4,383177580523.381,374482461947.998,3.01669435408112,9.231,210306415.0,1895345782501.95,1951923832083.87,106610573.0,8695118575.382996,9281.332821368622,2.898578758655636,38.81606597643221,3.8680320149944185,50.692972442138775
BRA,2023,62750364285.48,0.202347517951754,4.59356282283203,43.6,393731591579.688,343939899556.732,3.24165532813583,7.947,211140729.0,2121606070844.73,2191131869706.02,106356432.0,49791692022.95599,10377.589771919467,3.173054065003317,33.66622983012847,2.8638333070249713,50.37229553185828
BRA,2024,74090786050.19,0.224281814146123,4.36746407652336,40.225,392105352908.42,385708875013.773,3.41931516597739,6.801,211998573.0,2112836240407.16,2185821648943.86,107871864.0,6396477894.646973,10310.54887781655,3.339037682784646,35.58452393853887,3.3896080261621075,50.88329721917515
CHN,1990,3487000000.0,0.0541929073063418,3.05229012075233,9.36,49129758920.0,38461758920.0,3.9416305983694,4.07,1135185000.0,362523900573.614,361560229445.507,639912098.0,10668000000.0,318.50335359039013,-0.266531285696132,24.225982479967826,0.9644312941574642,56.37073234759092
CHN,1991,4366000000.0,0.101380858959082,3.55668565220452,8.64,55542659170.0,43941659170.0,9.36170212784847,2.37,1150780000.0,385289198606.272,384510452961.672,646245556.0,11601000000.0,334.1302881190775,-0.20252912205681986,25.872981494710263,1.1354697814769688,56.15717652374911
CHN,1992,11156000000.0,0.144545296677853,6.35398134024868,8.64,66847400129.0,61849400129.0,14.2996108947926,2.37,1164970000.0,428715855572.998,428502354788.069,652547071.0,4998000000.0,367.82265190354167,-0.04982488020039248,30.034094053380773,2.6034862761763806,56.01406654248608
CHN,1993,27515000000.0,0.141388353168787,14.6100786356602,10.98,74280328750.0,86072328750.0,13.9290780143689,2.69,1178440000.0,445635994165.534,446557291212.148,658329022.0,-11792000000.0,378.93935305331456,0.2063110522981762,35.908641658214584,6.161583416388184,55.8644497810665
CHN,1994,33787000000.0,0.15116516961987,24.2569897243361,10.98,104607445198.0,97250445198.0,13.0727091631599,2.9,1191835000.0,565894585788.206,566929539493.172,664565882.0,7357000000.0,475.6778744483691,0.18255420345377985,35.60546352487797,5.959647124791761,55.75988974983953
CHN,1995,35849200000.0,0.0474132100231308,16.7912251650916,12.06,131858826000.0,119900826000.0,11.0328121562746,3.0,1204855000.0,726418043788.258,738190896227.55,671238114.0,11958000000.0,612.6802778986269,1.594824929358512,34.10495215893236,4.856358996460633,55.71111162754024
CHN,1996,40180000000.0,0.19251052615544,8.31316028893908,10.08,154811877000.001,137261876999.999,9.97619992053447,3.12,1217550000.0,856086142040.551,868523936530.083,678359927.0,17550000000.002014,713.337387811657,1.432061220928846,33.62875123130051,4.626239797204287,55.7151597059669
CHN,1997,45439000000.0,0.474190965571829,2.78646505531881,8.64,187447040000.0,144623820000.0,9.2876465280865,3.23,1230075000.0,956749708708.89,967753570434.667,686473251.0,42823220000.0,786.743548510999,1.1370520411342515,34.31357632200212,4.695306882679963,55.80743052252911
CHN,1998,45644000000.0,0.0331683227992206,-0.773186011549318,6.39,188750394176.0,144913704696.0,7.92079207933551,3.24,1241935000.0,1020490742917.16,1037134141760.35,694011207.0,43836689480.0,835.0953485974306,1.604748910776454,32.171739935748796,4.400973621650085,55.88144363432869
CHN,1999,41014000000.0,0.0480140656103324,-1.40147268276464,5.85,198699399635.0,168058444268.42,7.7370030581299,3.25,1252735000.0,1089372753903.3,1103843203575.64,700431310.0,30640955366.579987,881.1466140689291,1.3109153207145936,33.225538076005215,3.7155639376267224,55.91216897428427
CHN,2000,42095300000.0,0.0619472075354708,0.347811226864586,5.85,253092089737.0,224306238158.48,8.58643201808462,3.26,1262645000.0,1209090434696.9,1223754919971.05,706837950.0,28785851578.51999,969.1995136962884,1.1983188001807632,39.010942477499796,3.439847253157179,55.98073488589429
CHN,2001,47053000000.0,0.0892226828926873,0.719125609120113,5.85,272060010515.89,243973790217.759,8.31263887091522,3.8,1271850000.0,1335863134143.64,1355036590251.52,715928584.0,28086220298.131012,1065.40597574519,1.4149770010506637,38.082646951833496,3.4724523557896014,56.29033172150804
CHN,2002,53073618897.4036,0.157943091440011,-0.731970902350243,5.31,333002310923.451,295619639659.43,9.24339326638321,4.24,1280400000.0,1474876576017.01,1489821682050.54,725938760.0,37382671264.020996,1163.559576734255,1.00314730370685,42.194442338741304,3.5624141826392854,56.69624804748516
CHN,2003,57900937467.3864,0.274679180387674,1.12760348729637,5.31,447958253781.62,412137124715.32,10.1181928640117,4.58,1288400000.0,1673684677258.3,1683903309843.85,735682023.0,35821129066.29999,1306.9724540855714,0.6068420036835507,51.07748013018024,3.4384953773121096,57.10043643278485
CHN,2004,68117272181.2194,0.33470576160415,3.82463743108159,5.58,607356934124.72,556182551584.76,10.1314073631003,4.49,1296075000.0,1979064133594.61,1984196551300.44,744936890.0,51174382539.95996,1530.9272621572363,0.2586647831065957,58.64033404084377,3.432990150929122,57.4763721235268
CHN,2005,104108693867.085,0.143990850692326,1.7764140766757,5.58,773339005396.99,648712207879.781,11.458238455067,4.52,1303720000.0,2301443793302.11,2317551298052.05,754465388.0,124626797517.20898,1777.6449682846392,0.6950225767808736,61.360074940823736,4.492185090124673,57.870201270211396
CHN,2006,124082035618.505,0.154737416153914,1.64943099455859,6.12,991731387760.501,782812463259.9,12.6746751655235,4.43,1311020000.0,2786356399836.56,2791498472804.33,761959276.0,208918924500.60095,2129.2569699961327,0.18420475661605182,63.569579862162705,4.4449974387359275,58.119576818050064
CHN,2007,156249335203.201,0.189595556743322,4.81676767378834,7.47,1258056795940.68,950020767157.33,14.1499854947127,4.35,1317885000.0,3612096538009.96,3604055822571.63,766486940.0,308036028783.35,2734.7270987769266,-0.22310185619135955,61.266464000617596,4.33537500236917,58.160381216874
CHN,2008,171534650311.568,0.195754634183571,5.92525137041091,5.31,1497868782939.59,1149036249785.66,9.67024588602851,4.59,1324655000.0,4695911654845.43,4667346414521.95,769779554.0,348832533153.9302,3523.4430206521324,-0.612023145198775,56.71113300032086,3.6752071750632482,58.11170108443331
CHN,2009,131057052869.5,0.177461277719091,-0.728165250932898,5.31,1262664161019.72,1042533759652.94,9.40269972778044,4.72,1331260000.0,5181045920787.14,5189577094997.58,772141043.0,220130401366.78003,3898.2445915881044,0.16439054771272085,44.419764433111965,2.5253898433425452,58.00076942145036
CHN,2010,243703434558.177,0.220200211357557,3.17532475269199,5.81,1654823329663.86,1432422435977.06,10.5962719761682,4.53,1337705000.0,6166492055190.13,6192564874453.29,773873234.0,222400893686.80005,4629.245517100773,0.42103425303981157,49.8540722338977,3.935419967315116,57.85081419296482
CHN,2011,280072219149.934,0.215965795112023,5.55389892257493,6.56,2006308960976.47,1825413639206.37,9.4613358870736,4.55,1345035000.0,7601379935590.42,7671757207851.29,778275581.0,180895321770.09985,5703.760279733457,0.9173553118814277,49.94582722536433,3.6506919022842332,57.86284973996959
CHN,2012,241213868161.42,0.196752167063247,2.6195243264554,6.0,2175069254663.85,1943205232867.15,7.85617427055587,4.58,1354190000.0,8653847951304.22,8673664713189.24,779022561.0,231864021796.7002,6405.0574241349,0.22847046248959785,47.48021307843178,2.780991381816136,57.52682865772159
CHN,2013,290928431467.003,0.182591382060942,2.62105001748114,6.0,2354264539609.2,2119392421427.69,7.77872409446717,4.6,1363240000.0,9665296804684.75,9743124247267.24,779251311.0,234872118181.51025,7147.035186223438,0.798793493825344,45.91604137955713,2.9859870826198573,57.161711144039195
CHN,2014,268097181064.335,0.28020429672732,1.9216416278852,5.6,2462825804851.16,2241276198979.27,7.46190028229434,4.63,1371860000.0,10687833547166.0,10674533168257.4,780370287.0,221549605871.89014,7781.0659748497665,-0.12459916231419489,44.068456481253,2.5115588367046255,56.88410530229032
CHN,2015,242489331627.398,0.293459971514147,1.43702380935654,4.35,2362097053274.6,2003260696068.67,6.97878002657477,4.65,1379860000.0,11228032678981.8,11280814787468.9,781077009.0,358836357205.9302,8175.33285077392,0.46789269641880576,38.69718483626247,2.149572847315631,56.6055258504486
CHN,2016,174749584584.05,0.234664999780238,2.00000182191943,4.35,2199974853570.14,1944490534275.23,6.77555562837017,4.56,1387790000.0,11400323697361.9,11456024084962.0,780932880.0,255484319294.91016,8254.868593203582,0.4862104617361615,36.17717069297797,1.52539470315394,56.271689520748815
CHN,2017,166083755721.648,0.22872062217092,1.59313600071435,4.35,2424216052098.35,2208518918632.2,6.8912663621211,4.47,1396215000.0,12521428872625.2,12537559062282.9,779166682.0,215697133466.1499,8979.676527098549,0.12865494453562404,36.95085261585998,1.3246897174848216,55.80563752717167
CHN,2018,235365050036.341,0.171798187789183,2.07479039965576,4.35,2655609176087.45,2564121910994.89,6.75671800166833,4.31,1402760000.0,14086737564950.9,14147765772963.8,776868988.0,91487265092.56006,10085.663814881947,0.43136286670454016,36.89438439147176,1.6636199228440764,55.38146140465938
CHN,2019,187169822364.755,0.125646312827257,2.89923416358226,4.35,2628941104657.6,2496153305902.9,6.06850235053705,4.56,1407745000.0,14520157750328.0,14560167101283.4,775928449.0,132787798754.7002,10342.90095243343,0.2747863446695868,35.19942027388374,1.2854922684799202,55.11853702197486
CHN,2020,253095616058.58,0.125871762145022,2.41942189457782,4.35,2729884575163.89,2374737462777.69,2.34018843078414,5.0,1411100000.0,14878808399124.3,14996414166715.1,760877838.0,355147112386.2002,10627.463798961873,0.7842259241667762,34.03895078645808,1.6877075629208198,53.92090128268726
CHN,2021,344074977062.48,0.123504401314794,0.981015135544881,4.35,3554107780957.44,3093278397249.18,8.57008513166322,4.55,1412360000.0,18077551859016.4,18201698719564.0,781187865.0,460829383708.25977,12887.43572429409,0.6820619463070386,36.52069117626759,1.8903454142587957,55.31081770936589
CHN,2022,190203789092.51,0.142457651070649,1.9735755573905,4.35,3717887818646.97,3140040863536.23,3.1341888719577,4.98,1412175000.0,18163546112470.6,18316765021690.2,770113477.0,577846955110.7402,12970.605641432683,0.8364954676121035,37.44071987636591,1.038413654743488,54.53385571901499
CHN,2023,51338076801.59,0.161377801607252,0.23483682889305,4.35,3490089712362.99,3106457704279.42,5.41484330099675,4.67,1410710000.0,18136282647171.8,18270356654533.2,774607590.0,383632008083.5703,12951.178239704263,0.7338335528777556,36.10519236911387,0.2809911036348166,54.90905926802816
CHN,2024,18556141172.84,0.16757857471,0.218128938439177,4.35,3753056083349.04,3219342570126.17,4.9773565917572,4.59,1408975000.0,18615022929518.1,18743803170827.2,768163717.0,533713513222.8701,13303.148154386841,0.6870550236545956,37.19842013880636,0.09899880511827355,54.51932908674746
DEU,1990,2556702845.61154,0.274219192340974,2.69646824292392,11.706797726329352,404361405398.862,408062314489.771,5.25500610110028,6.723382352941177,79433029.0,1795930906669.89,1778162195860.07,38773764.0,-3700909090.9089966,22385.677825027546,-0.9992739048883765,45.68895468479331,0.14378344402800114,48.8131505094688
DEU,1991,4741546058.51119,0.257118085279717,4.04703259753466,11.706797726329352,442049499116.087,451492044784.915,5.10826150190911,5.316,80013896.0,1881127145550.97,1875792575132.59,39933754.0,-9442545668.828003,23443.335081853656,-0.2843902086563494,47.635413197956716,0.2527756065020161,49.90852338948725
DEU,1992,-2137482962.91706,0.229768421605513,5.0569779673173,11.706797726329352,473020663744.521,483833437695.679,2.01361340926105,6.323,80624598.0,2143984092673.76,2141377582968.07,39856048.0,-10812773951.15802,26559.854387963213,-0.12172116334930397,44.68404400283047,-0.09981812548697684,49.434104465240246
DEU,1993,477658764.448412,0.211341656884365,4.47457650752808,11.706797726329352,413275760085.177,413095942269.017,-0.973033082340891,7.675,81156363.0,2080767342955.16,2078954217437.6,39750111.0,179817816.15997314,25616.65087724052,-0.08721334516902297,39.74939397043252,0.02297591550799742,48.979660411839795
DEU,1994,7517424677.09305,0.199022070717397,2.69305639854954,11.706797726329352,456474629384.115,453912257442.449,2.59685569693275,8.727,81438348.0,2210746584307.58,2215282632276.73,39987604.0,2562371941.6660156,27201.95935552045,0.20476159127777,41.09574433357629,0.33934381859740886,49.10168855586314
DEU,1995,12040789985.3198,0.173810179116019,1.70616041317076,11.706797726329352,557027432782.858,547772621809.745,1.50499384201356,8.158,81678051.0,2589546881397.57,2593053091306.13,39847771.0,9254810973.113037,31747.24493984473,0.135215507939869,42.60614864758174,0.46434799293888784,48.78638815708274
DEU,1996,15590587107.4243,0.172705729938223,1.44972701963238,11.706797726329352,558519625682.35,541957369378.737,1.0378755674358,8.822,81914831.0,2506874187678.71,2506576553158.31,39843177.0,16562256303.612976,30599.789104836338,-0.011874144439150684,43.90358609532494,0.6219872713554275,48.63975975241895
DEU,1997,18638428446.4635,0.172677564777868,1.93937198922729,11.706797726329352,548072411459.508,525385743288.969,1.85432238398302,9.861,82034771.0,2214459733814.57,2218790886532.82,40090327.0,22686668170.539,27046.95654642371,0.19520328592200276,48.38032106873803,0.8400263656927458,48.86992004890219
DEU,1998,29525738645.9539,0.173863187142687,0.911183535014403,11.706797726329352,576778926308.77,550595754140.269,2.09561231172233,9.787,82047195.0,2234846059797.71,2247760364565.97,40123592.0,26183172168.500977,27395.94406080513,0.5745409951987446,50.1554657792326,1.3135625626024041,48.9030636574474
DEU,1999,86035665071.2096,0.169665723502041,0.585433064230783,11.706797726329352,576268522696.14,564301984739.383,2.12957016297766,8.854,82100243.0,2197783441553.29,2213873468586.88,40339143.0,11966537956.756958,26965.492277372185,0.7267816910900577,51.51922743640591,3.886205164477008,49.13401169835758
DEU,2000,248007397121.859,0.183199701056683,1.44026838719741,11.706797726329352,583812721397.648,580553292712.158,2.8765231247659,7.917,82211508.0,1955278530149.02,1966980701145.1,40210993.0,3259428685.48999,23925.855990199085,0.5949306462065198,59.19559929754049,12.608532304230474,48.91163533942231
DEU,2001,56948542386.909,0.197471735665222,1.98385731334471,11.706797726329352,600934274699.607,570228511976.772,1.63614170690956,7.773,82349925.0,1952097101306.7,1966381496641.73,40298909.0,30705762722.835083,23878.36414716504,0.7264305201928276,59.55928636821189,2.8961085366277164,48.93618178765797
DEU,2002,51268214890.6254,0.221354270252291,1.42080615551526,11.706797726329352,655732684858.04,570622539400.393,-0.228255715793637,8.482,82488495.0,2080222481981.96,2102350798305.89,40394421.0,85110145457.6471,25486.5942008748,1.052551093840348,58.332568724812774,2.4386137143210447,48.96976360157862
DEU,2003,65401516009.2492,0.226786723237266,1.03422218628562,11.706797726329352,792550922245.881,700765174545.097,-0.529801394291297,9.779,82534176.0,2508651320592.94,2534715518349.01,40574932.0,91785747700.78394,30711.10225113303,1.028288877682288,58.914544294250874,2.5802310174772023,49.1613704364117
DEU,2004,-20408419557.1428,0.228429725246083,1.66573696655991,11.706797726329352,967940099859.462,826352918672.203,1.16208684507278,10.727,82516260.0,2869498546858.69,2852317768061.78,40416992.0,141587181187.25903,34566.73591437348,-0.6023444859225807,62.9064909465165,-0.7155030125206149,48.98063969452808
DEU,2005,59835195025.1916,0.27004434256117,1.54691114751328,11.706797726329352,1040265986689.49,896950519582.879,0.885485292551564,11.193,82469422.0,2917037122988.33,2893393187361.87,41133962.0,143315467106.61096,35084.43635462693,-0.8171698105095064,66.9531024934319,2.0679939140849353,49.8778347203646
DEU,2006,87444159239.0627,0.283746177205955,1.57742642840563,11.706797726329352,1187129764083.53,1029339915529.41,3.86668241523209,10.277,82376451.0,3097365168631.76,3046308753670.58,41693194.0,157789848554.12,36980.334994895326,-1.676009199647292,72.75919346462355,2.8704956164964845,50.613001038367145
DEU,2007,50847183837.0148,0.321323920482561,2.2983440070095,11.706797726329352,1415809341318.83,1193186147672.55,2.8891174138025,8.732,82266372.0,3534281960036.09,3484056680854.91,41795078.0,222623193646.28003,42350.921721148836,-1.4415746866912487,74.88384168167983,1.4594247021417008,50.80457176353905
DEU,2008,30954735498.0249,0.34692103467371,2.62837981637219,11.706797726329352,1559414079161.72,1339125795807.81,0.887902330743628,7.508,82110097.0,3844551853801.56,3808197720125.0,41800249.0,220288283353.9099,46379.16479534788,-0.9546283136624213,76.11316659457454,0.81284475683707,50.90756256200745
DEU,2009,56701916794.9699,0.395230743986828,0.312739007368446,11.706797726329352,1233301486982.42,1067378170076.17,-5.54455451920674,7.88,81902307.0,3556586382752.34,3478545516683.59,41823603.0,165923316906.24988,42471.886862522566,-2.243491301018058,66.13912757571259,1.630046711276871,51.06523189877912
DEU,2010,86037502102.1644,0.410552430546491,1.1038103778926,11.706797726329352,1369340699300.0,1192329684250.0,4.13463778522758,7.043,81776930.0,3536720409000.01,3467093769666.67,41860532.0,177011015050.0,42396.9665976293,-2.008213332517794,73.88523512002624,2.4815452888785337,51.188681208746765
DEU,2011,97535403952.5493,0.429105583143694,2.07517283735874,11.706797726329352,1592275709231.52,1406669611896.89,3.75796884489337,5.967,80274983.0,3921931361964.99,3823575803793.78,41522681.0,185606097334.63013,47630.97618835721,-2.5723449257530437,78.43300290144202,2.5508949987541496,51.7255556441538
DEU,2012,65443087632.2705,0.427527128813626,2.00848884782956,11.706797726329352,1535179851348.05,1317969624114.84,0.463512036709204,5.372,80425823.0,3683392763115.24,3596483233406.25,41764438.0,217210227233.20996,44718.01592140686,-2.4165142465206966,79.3316495670315,1.8196411156430992,51.92913972419032
DEU,2013,67199694458.9368,0.424797059853198,1.50472330251876,11.706797726329352,1586778324179.22,1366940257620.0,0.396995583779145,5.316,80645605.0,3896452625221.58,3807023797050.99,42179007.0,219838066559.21997,47206.835351424175,-2.349048310122556,77.58602885769297,1.765150365253594,52.3016809161516
DEU,2014,17356720097.6154,0.410256031524889,0.906794000434245,11.706797726329352,1653100023449.01,1393837781387.05,2.18018602168017,4.979,80982500.0,4048097324395.67,3964870735760.77,42451594.0,259262242061.95996,48959.59912031328,-2.0990996726386486,76.8483516336232,0.4377625717042458,52.42070076868459
DEU,2015,62418993509.2489,0.434667850022148,0.514426137125456,11.706797726329352,1458592274325.0,1204648073431.64,1.66300602334775,4.612,81686611.0,3492650052066.01,3425099578746.09,42693402.0,253944200893.3601,41929.754911072145,-1.97221925280928,77.7565815686923,1.8223993806364063,52.26487116719777
