"Khối nước, nước và vùng lãnh thổ",Năm,Giá trị
Bra-xin,2019,2147.28852832
Bra-xin,2020,1826.25084422
Bra-xin,2021,2266.1695266
Bra-xin,2022,2237.26121793
Bra-xin,2023,2437.82329023
Bra-xin,Sơ bộ 2024,2600.44036
Chi-lê,1995,
Chi-lê,1996,
Chi-lê,1997,
Chi-lê,1998,
Chi-lê,1999,
Chi-lê,2000,10.7
Chi-lê,2001,9.2
Chi-lê,2002,10.4
Chi-lê,2003,10.3
Chi-lê,2004,22.1
Chi-lê,2005,30.9
Chi-lê,2006,46.1
Chi-lê,2007,46.7
Chi-lê,2008,68.9
Chi-lê,2009,110.5
Chi-lê,2010,94.1
Chi-lê,2011,137.5
Chi-lê,2012,168.6
Chi-lê,2013,219.6
Chi-lê,2014,520.8
Chi-lê,2015,649.5
Chi-lê,2016,805.2
Chi-lê,2017,998.6
Chi-lê,2018,781.7
Chi-lê,2019,940.6442144
Chi-lê,2020,1018.32437738
Chi-lê,2021,1656.27613179
Chi-lê,2022,1724.23058508
Chi-lê,2023,1195.05883729
Chi-lê,Sơ bộ 2024,1378.627688
Mê-hi-cô,1995,0.7
Mê-hi-cô,1996,3.532
Mê-hi-cô,1997,22.428
Mê-hi-cô,1998,32.157
Mê-hi-cô,1999,20.1
Mê-hi-cô,2000,24.2
Mê-hi-cô,2001,44.016
Mê-hi-cô,2002,60.5
Mê-hi-cô,2003,78.3
Mê-hi-cô,2004,127.7
Mê-hi-cô,2005,191.5
Mê-hi-cô,2006,285.5
Mê-hi-cô,2007,360.4
Mê-hi-cô,2008,436.4
Mê-hi-cô,2009,359.1
Mê-hi-cô,2010,488.8
Mê-hi-cô,2011,589.7
Mê-hi-cô,2012,682.8
Mê-hi-cô,2013,892
Mê-hi-cô,2014,1035.9
Mê-hi-cô,2015,1545.5
Mê-hi-cô,2016,1888.4
Mê-hi-cô,2017,2338.4
Mê-hi-cô,2018,2239.6
Mê-hi-cô,2019,2826.81250097
Mê-hi-cô,2020,3159.27908605
Mê-hi-cô,2021,4557.53231903
Mê-hi-cô,2022,4534.99147679
Mê-hi-cô,2023,4433.63328317
Mê-hi-cô,Sơ bộ 2024,5465.337221
Pa-na-ma,1995,
Pa-na-ma,1996,
Pa-na-ma,1997,
Pa-na-ma,1998,
Pa-na-ma,1999,
Pa-na-ma,2000,13.7
Pa-na-ma,2001,14.8
Pa-na-ma,2002,13.3
Pa-na-ma,2003,13.9
Pa-na-ma,2004,44.7
Pa-na-ma,2005,42.9
Pa-na-ma,2006,77.9
Pa-na-ma,2007,118
Pa-na-ma,2008,164.5
Pa-na-ma,2009,135.3
Pa-na-ma,2010,173.8
Pa-na-ma,2011,227.4
Pa-na-ma,2012,237.2
Pa-na-ma,2013,234.5
Pa-na-ma,2014,272
Pa-na-ma,2015,268.8
Pa-na-ma,2016,259.5
Pa-na-ma,2017,325
Pa-na-ma,2018,265
Pa-na-ma,2019,337.22377389
Pa-na-ma,2020,309.5387548
Pa-na-ma,2021,462.11762102
Pa-na-ma,2022,434.61199321
Pa-na-ma,2023,376.03266325
Pa-na-ma,Sơ bộ 2024,390.614582
Pêru,1995,
Pêru,1996,
Pêru,1997,
Pêru,1998,
Pêru,1999,
Pêru,2000,0.8
Pêru,2001,1.7
Pêru,2002,1.2
Pêru,2003,2.5
Pêru,2004,6.1
Pêru,2005,8.1
Pêru,2006,12.6
Pêru,2007,16.5
Pêru,2008,35.7
Pêru,2009,25.6
Pêru,2010,38.3
Pêru,2011,76.3
Pêru,2012,100.6
Pêru,2013,109.8
Pêru,2014,186.9
Pêru,2015,238.2
Pêru,2016,277.5
Pêru,2017,330.4
Pêru,2018,250.2
Pêru,2019,341.30132552
Pêru,2020,303.73721945
Pêru,2021,559.86556722
Pêru,2022,530.8820485
Pêru,2023,439.02003909
Pêru,Sơ bộ 2024,443.505273
Ai Cập,1995,
Ai Cập,1996,
Ai Cập,1997,
Ai Cập,1998,
Ai Cập,1999,
Ai Cập,2000,19
Ai Cập,2001,28.6
Ai Cập,2002,21.8
Ai Cập,2003,14.8
Ai Cập,2004,40.3
Ai Cập,2005,45.1
Ai Cập,2006,49
Ai Cập,2007,97.8
Ai Cập,2008,167.8
Ai Cập,2009,162.7
Ai Cập,2010,174.6
Ai Cập,2011,256.3
Ai Cập,2012,297.7
Ai Cập,2013,220
Ai Cập,2014,380
Ai Cập,2015,361.7
Ai Cập,2016,292.9
Ai Cập,2017,321
Ai Cập,2018,440
Ai Cập,2019,458.44623549
Ai Cập,2020,447.48269755
Ai Cập,2021,567.93396628
Ai Cập,2022,502.7887456
Ai Cập,2023,432.07133407
Ai Cập,Sơ bộ 2024,472.558686
An-giê-ri,1995,11.1
An-giê-ri,1996,8.937
An-giê-ri,1997,8.22
An-giê-ri,1998,1.772
An-giê-ri,1999,4.7
An-giê-ri,2000,6.4
An-giê-ri,2001,11.7
An-giê-ri,2002,3.3
An-giê-ri,2003,18.2
An-giê-ri,2004,13.9
An-giê-ri,2005,30.9
An-giê-ri,2006,34.2
An-giê-ri,2007,40.5
An-giê-ri,2008,77.5
An-giê-ri,2009,81.6
An-giê-ri,2010,75.8
An-giê-ri,2011,100.4
An-giê-ri,2012,129.1
An-giê-ri,2013,176.7
An-giê-ri,2014,246.4
An-giê-ri,2015,233.8
An-giê-ri,2016,271.2
An-giê-ri,2017,280.7
An-giê-ri,2018,191.8
An-giê-ri,2019,186.26894665
An-giê-ri,2020,148.21385086
An-giê-ri,2021,153.23375458
An-giê-ri,2022,140.97268666
An-giê-ri,2023,237.16031473
An-giê-ri,Sơ bộ 2024,192.257035
Ăng-gô-la,1995,
Ăng-gô-la,1996,
Ăng-gô-la,1997,
Ăng-gô-la,1998,
Ăng-gô-la,1999,
Ăng-gô-la,2000,20.2
Ăng-gô-la,2001,28
Ăng-gô-la,2002,20.6
Ăng-gô-la,2003,28
Ăng-gô-la,2004,34.8
Ăng-gô-la,2005,76.2
Ăng-gô-la,2006,60.3
Ăng-gô-la,2007,49.4
Ăng-gô-la,2008,143.8
Ăng-gô-la,2009,89.2
Ăng-gô-la,2010,111.2
Ăng-gô-la,2011,68.1
Ăng-gô-la,2012,115.8
Ăng-gô-la,2013,124.6
Ăng-gô-la,2014,81.4
Ăng-gô-la,2015,46.3
Ăng-gô-la,2016,38.7
Ăng-gô-la,2017,37.6
Ăng-gô-la,2018,40
Ăng-gô-la,2019,42.68565078
Ăng-gô-la,2020,19.25827001
Ăng-gô-la,2021,16.71587898
Ăng-gô-la,2022,26.30268547
Ăng-gô-la,2023,25.47106096
Ăng-gô-la,Sơ bộ 2024,35.252344
Ga-na,1995,
Ga-na,1996,
Ga-na,1997,
Ga-na,1998,
Ga-na,1999,
Ga-na,2000,7.3
Ga-na,2001,4.7
Ga-na,2002,8.6
Ga-na,2003,15.3
Ga-na,2004,31.8
Ga-na,2005,23.4
Ga-na,2006,38.2
Ga-na,2007,53.2
Ga-na,2008,52.2
Ga-na,2009,77.5
Ga-na,2010,98.6
Ga-na,2011,120.3
Ga-na,2012,203.6
Ga-na,2013,247
Ga-na,2014,243.6
Ga-na,2015,240.5
Ga-na,2016,290.7
Ga-na,2017,266.8
Ga-na,2018,278.3
Ga-na,2019,271.65714154
Ga-na,2020,363.53650478
Ga-na,2021,480.62896072
Ga-na,2022,302.10210425
Ga-na,2023,450.50386526
Ga-na,Sơ bộ 2024,510.771844
Nam Phi,1995,1.7
Nam Phi,1996,2.368
Nam Phi,1997,8.493
Nam Phi,1998,16.253
Nam Phi,1999,35.1
Nam Phi,2000,25.8
Nam Phi,2001,29.1
Nam Phi,2002,15.5
Nam Phi,2003,22.7
Nam Phi,2004,56.8
Nam Phi,2005,111.8
Nam Phi,2006,100.7
Nam Phi,2007,115.6
Nam Phi,2008,146.4
Nam Phi,2009,377.9
Nam Phi,2010,494.1
Nam Phi,2011,1864.4
Nam Phi,2012,612.6
Nam Phi,2013,764.2
Nam Phi,2014,793
Nam Phi,2015,1038.9
Nam Phi,2016,868.8
Nam Phi,2017,750.6
Nam Phi,2018,724.5
Nam Phi,2019,799.89295586
Nam Phi,2020,681.13681898
Nam Phi,2021,847.25586076
Nam Phi,2022,878.95977184
Nam Phi,2023,763.60107565
Nam Phi,Sơ bộ 2024,773.290961
Ni-giê-ria,1995,
Ni-giê-ria,1996,
Ni-giê-ria,1997,
Ni-giê-ria,1998,
Ni-giê-ria,1999,
Ni-giê-ria,2000,4.9
Ni-giê-ria,2001,8.1
Ni-giê-ria,2002,9.4
Ni-giê-ria,2003,10.5
Ni-giê-ria,2004,11.4
Ni-giê-ria,2005,17.1
Ni-giê-ria,2006,33
Ni-giê-ria,2007,34.1
Ni-giê-ria,2008,64.2
Ni-giê-ria,2009,66.9
Ni-giê-ria,2010,109.8
Ni-giê-ria,2011,70.5
Ni-giê-ria,2012,112.7
Ni-giê-ria,2013,147.9
Ni-giê-ria,2014,182.9
Ni-giê-ria,2015,113
Ni-giê-ria,2016,71.4
Ni-giê-ria,2017,63.8
Ni-giê-ria,2018,115.5
Ni-giê-ria,2019,127.09398845
Ni-giê-ria,2020,135.00538825
Ni-giê-ria,2021,158.04388485
Ni-giê-ria,2022,146.6959019
Ni-giê-ria,2023,154.31893076
Ni-giê-ria,Sơ bộ 2024,181.608894
Tan-da-nia,1995,
Tan-da-nia,1996,
Tan-da-nia,1997,
Tan-da-nia,1998,
Tan-da-nia,1999,
Tan-da-nia,2000,9.3
Tan-da-nia,2001,9.3
Tan-da-nia,2002,6.1
Tan-da-nia,2003,20.7
Tan-da-nia,2004,25
Tan-da-nia,2005,22.5
Tan-da-nia,2006,22.6
Tan-da-nia,2007,18.5
Tan-da-nia,2008,26.6
Tan-da-nia,2009,29
Tan-da-nia,2010,35.7
Tan-da-nia,2011,24.1
Tan-da-nia,2012,37.3
Tan-da-nia,2013,25.6
Tan-da-nia,2014,51.6
Tan-da-nia,2015,62.1
Tan-da-nia,2016,28.6
Tan-da-nia,2017,29
Tan-da-nia,2018,50.7
Tan-da-nia,2019,58.62849362
Tan-da-nia,2020,37.92964806
Tan-da-nia,2021,53.40327518
Tan-da-nia,2022,74.83836057
Tan-da-nia,2023,77.93410223
Tan-da-nia,Sơ bộ 2024,71.671893
Xê-nê-gan,1995,
Xê-nê-gan,1996,
Xê-nê-gan,1997,
Xê-nê-gan,1998,
Xê-nê-gan,1999,
Xê-nê-gan,2000,5.6
Xê-nê-gan,2001,21.3
Xê-nê-gan,2002,13.8
Xê-nê-gan,2003,34
Xê-nê-gan,2004,57.2
Xê-nê-gan,2005,41.9
Xê-nê-gan,2006,9.5
Xê-nê-gan,2007,10
Xê-nê-gan,2008,102.6
Xê-nê-gan,2009,107.2
Xê-nê-gan,2010,80.3
Xê-nê-gan,2011,190.2
Xê-nê-gan,2012,91.2
Xê-nê-gan,2013,43.2
Xê-nê-gan,2014,55.4
Xê-nê-gan,2015,39.6
Xê-nê-gan,2016,26.9
Xê-nê-gan,2017,38.6
Xê-nê-gan,2018,25.9
Xê-nê-gan,2019,52.56361672
Xê-nê-gan,2020,38.9302248
Xê-nê-gan,2021,30.35963249
Xê-nê-gan,2022,36.24009477
Xê-nê-gan,2023,37.79988566
Xê-nê-gan,Sơ bộ 2024,43.904255
Niu- Di-Lân,1995,1.4
Niu- Di-Lân,1996,7.929
Niu- Di-Lân,1997,20.244
Niu- Di-Lân,1998,25.677
Niu- Di-Lân,1999,17.7
Niu- Di-Lân,2000,18.2
Niu- Di-Lân,2001,18.492
Niu- Di-Lân,2002,21.2
Niu- Di-Lân,2003,25
Niu- Di-Lân,2004,46.9
Niu- Di-Lân,2005,47.5
Niu- Di-Lân,2006,54.1
Niu- Di-Lân,2007,67.5
Niu- Di-Lân,2008,76.6
Niu- Di-Lân,2009,70.5
Niu- Di-Lân,2010,122.6
Niu- Di-Lân,2011,151.4
Niu- Di-Lân,2012,184
Niu- Di-Lân,2013,273.9
Niu- Di-Lân,2014,315.9
Niu- Di-Lân,2015,325
Niu- Di-Lân,2016,359.9
Niu- Di-Lân,2017,457.2
Niu- Di-Lân,2018,504.2
Niu- Di-Lân,2019,542.43096267
Niu- Di-Lân,2020,498.30890995
Niu- Di-Lân,2021,701.88679251
Niu- Di-Lân,2022,698.13354279
Niu- Di-Lân,2023,648.74675583
Niu- Di-Lân,Sơ bộ 2024,686.892699
Ô-xtrây-li-a,1995,55.4
Ô-xtrây-li-a,1996,64.78
Ô-xtrây-li-a,1997,230.428
Ô-xtrây-li-a,1998,471.538
Ô-xtrây-li-a,1999,814.6
Ô-xtrây-li-a,2000,1272.5
Ô-xtrây-li-a,2001,1041.801
Ô-xtrây-li-a,2002,1328.3
Ô-xtrây-li-a,2003,1420.9
Ô-xtrây-li-a,2004,1884.7
Ô-xtrây-li-a,2005,2722.8
Ô-xtrây-li-a,2006,3744.7
Ô-xtrây-li-a,2007,3802.2
Ô-xtrây-li-a,2008,4351.6
Ô-xtrây-li-a,2009,2386.1
Ô-xtrây-li-a,2010,2704
Ô-xtrây-li-a,2011,2602
Ô-xtrây-li-a,2012,3208.7
Ô-xtrây-li-a,2013,3488.1
Ô-xtrây-li-a,2014,3988.2
Ô-xtrây-li-a,2015,2905.6
Ô-xtrây-li-a,2016,2864.9
Ô-xtrây-li-a,2017,3271
Ô-xtrây-li-a,2018,3965.9
Ô-xtrây-li-a,2019,3527.17544287
Ô-xtrây-li-a,2020,3620.60569674
Ô-xtrây-li-a,2021,4401.3594852
Ô-xtrây-li-a,2022,5517.43371235
Ô-xtrây-li-a,2023,5228.71399115
Ô-xtrây-li-a,Sơ bộ 2024,6447.903453
