"Khối nước, nước và vùng lãnh thổ chủ yếu",Năm,Giá trị
Ác-hen-ti-na,2011,858.9
Ác-hen-ti-na,2012,915.5
Ác-hen-ti-na,2013,1241.6
Ác-hen-ti-na,2014,1715.3
Ác-hen-ti-na,2015,2163.189
Ác-hen-ti-na,2016,2672.22500937
Ác-hen-ti-na,2017,2552.952
Ác-hen-ti-na,2018,2452.4936736
Ác-hen-ti-na,2019,3233.62046012
Ác-hen-ti-na,2020,3384.70076711
Ác-hen-ti-na,2021,3672.50086107
Ác-hen-ti-na,2022,4043.39905809
Ác-hen-ti-na,2023,2470.29136288
Ác-hen-ti-na,Sơ bộ 2024,3584.434665
Bra-xin,1995,9.8
Bra-xin,1996,4.765
Bra-xin,1997,3.185
Bra-xin,1998,8.923
Bra-xin,1999,8.2
Bra-xin,2000,10.7
Bra-xin,2001,12.6
Bra-xin,2002,29.1
Bra-xin,2003,33.4
Bra-xin,2004,46.6
Bra-xin,2005,75.6
Bra-xin,2006,146.6
Bra-xin,2007,230.7
Bra-xin,2008,373.9
Bra-xin,2009,346.8
Bra-xin,2010,543.6
Bra-xin,2011,938.3
Bra-xin,2012,1019.3
Bra-xin,2013,1294.5
Bra-xin,2014,1849.3
Bra-xin,2015,2437.061
Bra-xin,2016,1722.31035949
Bra-xin,2017,1837.885
Bra-xin,2018,2386.6795127
Bra-xin,2019,2746.52573174
Bra-xin,2020,2903.57178161
Bra-xin,2021,4106.12325735
Bra-xin,2022,4547.58052481
Bra-xin,2023,4674.02025853
Bra-xin,Sơ bộ 2024,5371.838544
Chi-lê,1995,
Chi-lê,1996,
Chi-lê,1997,
Chi-lê,1998,
Chi-lê,1999,
Chi-lê,2000,3.6
Chi-lê,2001,3.1
Chi-lê,2002,9.1
Chi-lê,2003,19.9
Chi-lê,2004,43.5
Chi-lê,2005,77.5
Chi-lê,2006,104.7
Chi-lê,2007,110.1
Chi-lê,2008,104.4
Chi-lê,2009,105.4
Chi-lê,2010,291.2
Chi-lê,2011,335.7
Chi-lê,2012,370.1
Chi-lê,2013,314.8
Chi-lê,2014,367.5
Chi-lê,2015,290.519
Chi-lê,2016,231.73809108
Chi-lê,2017,282.885
Chi-lê,2018,306.7612302
Chi-lê,2019,288.918637
Chi-lê,2020,265.5547533
Chi-lê,2021,322.08782399
Chi-lê,2022,432.43574046
Chi-lê,2023,375.20062986
Chi-lê,Sơ bộ 2024,326.544852
Mê-hi-cô,1995,0.2
Mê-hi-cô,1996,2.674
Mê-hi-cô,1997,1.485
Mê-hi-cô,1998,3.294
Mê-hi-cô,1999,6.4
Mê-hi-cô,2000,2.5
Mê-hi-cô,2001,5.7
Mê-hi-cô,2002,6.5
Mê-hi-cô,2003,11.2
Mê-hi-cô,2004,13
Mê-hi-cô,2005,7.9
Mê-hi-cô,2006,18.6
Mê-hi-cô,2007,58.7
Mê-hi-cô,2008,61.6
Mê-hi-cô,2009,111.2
Mê-hi-cô,2010,89.1
Mê-hi-cô,2011,91.3
Mê-hi-cô,2012,111.8
Mê-hi-cô,2013,114.3
Mê-hi-cô,2014,262.7
Mê-hi-cô,2015,476.979
Mê-hi-cô,2016,483.93712327
Mê-hi-cô,2017,787.52
Mê-hi-cô,2018,1124.6191528
Mê-hi-cô,2019,641.76497621
Mê-hi-cô,2020,523.00353995
Mê-hi-cô,2021,499.41554751
Mê-hi-cô,2022,888.8125539
Mê-hi-cô,2023,833.27465468
Mê-hi-cô,Sơ bộ 2024,949.149207
Pê-ru,1995,
Pê-ru,1996,
Pê-ru,1997,
Pê-ru,1998,
Pê-ru,1999,
Pê-ru,2000,4.5
Pê-ru,2001,9.6
Pê-ru,2002,3.5
Pê-ru,2003,11.2
Pê-ru,2004,17
Pê-ru,2005,31.9
Pê-ru,2006,39
Pê-ru,2007,48
Pê-ru,2008,71.1
Pê-ru,2009,70.6
Pê-ru,2010,69
Pê-ru,2011,89.9
Pê-ru,2012,96.6
Pê-ru,2013,42.8
Pê-ru,2014,98
Pê-ru,2015,59.99
Pê-ru,2016,76.49039565
Pê-ru,2017,117.133
Pê-ru,2018,83.5953933
Pê-ru,2019,81.40645449
Pê-ru,2020,87.4340612
Pê-ru,2021,73.80514375
Pê-ru,2022,69.41011909
Pê-ru,2023,47.02317653
Pê-ru,Sơ bộ 2024,73.972502
Tuy-ni-di,1995,
Tuy-ni-di,1996,
Tuy-ni-di,1997,
Tuy-ni-di,1998,
Tuy-ni-di,1999,
Tuy-ni-di,2000,8.3
Tuy-ni-di,2001,4.3
Tuy-ni-di,2002,6
Tuy-ni-di,2003,6.2
Tuy-ni-di,2004,5.7
Tuy-ni-di,2005,5.1
Tuy-ni-di,2006,9.9
Tuy-ni-di,2007,1.4
Tuy-ni-di,2008,65.3
Tuy-ni-di,2009,5.9
Tuy-ni-di,2010,5.2
Tuy-ni-di,2011,4.2
Tuy-ni-di,2012,7.6
Tuy-ni-di,2013,6.6
Tuy-ni-di,2014,6
Tuy-ni-di,2015,5.776
Tuy-ni-di,2016,8.67131751
Tuy-ni-di,2017,10.9
Tuy-ni-di,2018,10.6866961
Tuy-ni-di,2019,14.7803172
Tuy-ni-di,2020,10.65752077
Tuy-ni-di,2021,11.08018649
Tuy-ni-di,2022,14.19091206
Tuy-ni-di,2023,12.61318513
Tuy-ni-di,Sơ bộ 2024,14.487681
Cốt-đi-voa (Bờ biển Ngà),1995,
Cốt-đi-voa (Bờ biển Ngà),1996,
Cốt-đi-voa (Bờ biển Ngà),1997,
Cốt-đi-voa (Bờ biển Ngà),1998,
Cốt-đi-voa (Bờ biển Ngà),1999,
Cốt-đi-voa (Bờ biển Ngà),2000,1.1
Cốt-đi-voa (Bờ biển Ngà),2001,5.8
Cốt-đi-voa (Bờ biển Ngà),2002,2.9
Cốt-đi-voa (Bờ biển Ngà),2003,5.1
Cốt-đi-voa (Bờ biển Ngà),2004,8.4
Cốt-đi-voa (Bờ biển Ngà),2005,12.8
Cốt-đi-voa (Bờ biển Ngà),2006,14.2
Cốt-đi-voa (Bờ biển Ngà),2007,36.3
Cốt-đi-voa (Bờ biển Ngà),2008,100.2
Cốt-đi-voa (Bờ biển Ngà),2009,74.2
Cốt-đi-voa (Bờ biển Ngà),2010,129.5
Cốt-đi-voa (Bờ biển Ngà),2011,174.5
Cốt-đi-voa (Bờ biển Ngà),2012,135.9
Cốt-đi-voa (Bờ biển Ngà),2013,255.3
Cốt-đi-voa (Bờ biển Ngà),2014,250.3
Cốt-đi-voa (Bờ biển Ngà),2015,450.392
Cốt-đi-voa (Bờ biển Ngà),2016,702.96080682
Cốt-đi-voa (Bờ biển Ngà),2017,904.7
Cốt-đi-voa (Bờ biển Ngà),2018,798.1601743
Cốt-đi-voa (Bờ biển Ngà),2019,703.34278618
Cốt-đi-voa (Bờ biển Ngà),2020,644.37824103
Cốt-đi-voa (Bờ biển Ngà),2021,1046.74539471
Cốt-đi-voa (Bờ biển Ngà),2022,694.16470415
Cốt-đi-voa (Bờ biển Ngà),2023,1025.40721178
Cốt-đi-voa (Bờ biển Ngà),Sơ bộ 2024,0
Nam Phi,1995,2.6
Nam Phi,1996,2.472
Nam Phi,1997,13.04
Nam Phi,1998,2.636
Nam Phi,1999,4.3
Nam Phi,2000,4.2
Nam Phi,2001,5.1
Nam Phi,2002,24.8
Nam Phi,2003,78.5
Nam Phi,2004,90.5
Nam Phi,2005,108
Nam Phi,2006,54
Nam Phi,2007,73.2
Nam Phi,2008,137.3
Nam Phi,2009,104
Nam Phi,2010,165.1
Nam Phi,2011,223.8
Nam Phi,2012,111.1
Nam Phi,2013,154.7
Nam Phi,2014,144.6
Nam Phi,2015,115.022
Nam Phi,2016,149.49797011
Nam Phi,2017,242.306
Nam Phi,2018,387.211544
Nam Phi,2019,329.29806238
Nam Phi,2020,707.55616875
Nam Phi,2021,426.54969527
Nam Phi,2022,399.38418107
Nam Phi,2023,404.04053673
Nam Phi,Sơ bộ 2024,946.210419
Niu Di-Lân,1995,3.3
Niu Di-Lân,1996,20.644
Niu Di-Lân,1997,22.322
Niu Di-Lân,1998,40.49
Niu Di-Lân,1999,55.2
Niu Di-Lân,2000,61.3
Niu Di-Lân,2001,141.9
Niu Di-Lân,2002,60.4
Niu Di-Lân,2003,90.1
Niu Di-Lân,2004,109.2
Niu Di-Lân,2005,118.7
Niu Di-Lân,2006,159.7
Niu Di-Lân,2007,246.4
Niu Di-Lân,2008,237.2
Niu Di-Lân,2009,207.4
Niu Di-Lân,2010,353
Niu Di-Lân,2011,383.9
Niu Di-Lân,2012,384.9
Niu Di-Lân,2013,454.8
Niu Di-Lân,2014,478.3
Niu Di-Lân,2015,377.8
Niu Di-Lân,2016,356.85176716
Niu Di-Lân,2017,502.212
Niu Di-Lân,2018,532.0058181
Niu Di-Lân,2019,552.97326083
Niu Di-Lân,2020,557.78458467
Niu Di-Lân,2021,635.67736333
Niu Di-Lân,2022,714.57876382
Niu Di-Lân,2023,680.36496182
Niu Di-Lân,Sơ bộ 2024,604.423984
Ô-xtrây-li-a,1995,100.6
Ô-xtrây-li-a,1996,132.835
Ô-xtrây-li-a,1997,192.609
Ô-xtrây-li-a,1998,253.893
Ô-xtrây-li-a,1999,215.7
Ô-xtrây-li-a,2000,293.5
Ô-xtrây-li-a,2001,266.4
Ô-xtrây-li-a,2002,286.3
Ô-xtrây-li-a,2003,278
Ô-xtrây-li-a,2004,458.8
Ô-xtrây-li-a,2005,498.5
Ô-xtrây-li-a,2006,1099.7
Ô-xtrây-li-a,2007,1059.4
Ô-xtrây-li-a,2008,1357.9
Ô-xtrây-li-a,2009,1045.9
Ô-xtrây-li-a,2010,1443.6
Ô-xtrây-li-a,2011,2123.3
Ô-xtrây-li-a,2012,1772.2
Ô-xtrây-li-a,2013,1586
Ô-xtrây-li-a,2014,2054.7
Ô-xtrây-li-a,2015,2039.7
Ô-xtrây-li-a,2016,2442.13840398
Ô-xtrây-li-a,2017,3200.104
Ô-xtrây-li-a,2018,3779.0726207
Ô-xtrây-li-a,2019,4480.63916788
Ô-xtrây-li-a,2020,4685.53352425
Ô-xtrây-li-a,2021,7967.62564694
Ô-xtrây-li-a,2022,10134.1515476
Ô-xtrây-li-a,2023,8527.26012858
Ô-xtrây-li-a,Sơ bộ 2024,7595.419267
